Nr. Crt;Categorie;Compania;Brand;Denumirea promotiei;Data Start;Data Sfarsit;Durata zile;Durata luni;Slogan;Mecanism;Tip promotie;Validare; Valoare Premii ;Premii;Masina;Excursie;Instant;Zilnice;Saptamanale/ Lunare;La sfarsit de campanie;SMS;Website;APP;Facebook;Whatsapp;Clip YOUTUBE;Instagram;;
530;Health;Farmec SA;Gerovital;Campanie Aniversara Carrefour!;01/07/2021;14/07/2021;;;Campanie Aniversara Carrefour!;Achizi?ioneaz? din magazinele Carrefour orice produs Gerovital, înscrie bonul fiscal aici ?i po?i câ?tiga, prin tragere la sor?i:;Buy&send;Formular contact;                           10.295.96;"1 x epilator IPL;25 x perii rotative;41 x kituri de r?sf??";Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
531;Health;Farmec SA;Gerovital ;Campanie Gerovital Mega Image!;25/02/2021;24/03/2021;;;Campanie Gerovital Mega Image!;Achizi?ioneaz? din magazinele Mega Image orice produs pentru îngrijirea tenului Gerovital, înscrie bonul fiscal aici ?i po?i câ?tiga prin tragere la sor?i;Buy&send;Formular contact;                             21.267.8;"1 x smartphone;10 x imprimante foto portabile;100 x pachete hidratare Gerovital";Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
532;Health;Farmec SA;Gerovital;Campanie Carrefour Gerovital!;25/02/2021;10/03/2021;;;Campanie Carrefour Gerovital!;Achizi?ioneaz? din magazinele Carrefour orice produs pentru îngrijirea tenului Gerovital, înscrie bonul fiscal aici ?i po?i câ?tiga, prin tragere la sor?i:;Buy&send;Formular contact;                             10.238.6;"5 x aparate de saun? facial? cu ionizare;40 x set de îngrijire antirid;40 x rol? de masaj facial";Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
533;Health;Farmec SA;Gerovital;Campanie Auchan Gerovital!;10/02/2021;09/03/2021;;;Campanie Auchan Gerovital!;Achizi?ioneaz? din magazinele Auchan orice produs din gama Gerovital, înscrie bonul fiscal aici ?i po?i câ?tiga prin tragere la sor?i:;Buy&send;Formular contact;                             17.954.4;"10 x voucher ?inut? de prim?var? în valoare de 500 lei;25 x set halate pentru el ?i ea;35 x pachete cu produse pentru el ?i ea";Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
534;Health;Farmec SA;Farmec;Cumperi romaneste,Farmec te rasplateste!;25/11/2020;09/12/2020;;;Cumperi romaneste,Farmec te rasplateste!;Achizi?ioneaz? din magazinele Penny orice produs comercializat de Farmec, prezint? cardul Penny la casa de marcat ?i po?i câ?tiga prin tragere la sor?i:;Buy&send;Formular contact;4,679;"5 vase tradi?ionale române?ti din ceramic?;50 de co?uri cu produse române?ti pentru tine ?i casa ta";Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
535;Health;Farmec SA;Gerovital H3;Campanie Nationala Gerovital H3-DERMA+si Gerovital H3-DERMA+Premium CAREI!;01/10/2020;30/11/2020;;;Campanie Nationala Gerovital H3-DERMA+si Gerovital H3-DERMA+Premium CAREI!;Cump?r? minim un produs din gamele Gerovital H3 Derma+ sau Gerovital H3 Derma+Premium Care, înscrie bonul fiscal/ factura fiscal? aici si po?i câ?tiga:;Buy&send;Formular contact;                           29.166.83;"10 seturi de bijuterii TEILOR;100 kituri cu produse de ingrijire";Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
536;Health;Farmec SA;Gerovital Men;Campanie nationala Gerovital Men!;31/08/2020;11/10/2020;;;Campanie nationala Gerovital Men!;Urmare?te meciurile de la US Open ?i Roland Garros pe Eurosport, achizi?ioneaz? minim un produs Gerovital Men, înscrie bonul/factura fiscal? aici ?i po?i câ?tiga premii pentru o via?? activ?;Buy&send;Formular contact;27,667;"10 carduri cadou în valoare de 500 de lei pentru achizi?ia de articole sportive;100 de genti sport";Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
537;Health;Farmec SA;Gerovital;Castiga cu expertii parului tau!;03/06/2020;16/06/2020;;;Castiga cu expertii parului tau!; Achizitioneaza minim un produs Gerovital Tratament Expert din magazinele Auchan,  trimite sms cu numarul bonului si magazinul participant la numarul 1784 si poti castiga in urma unei trageri la sorti;Buy&send;Formular contact&SMS;                             14.573.5;"33 de perii termice de indreptat parul;50 de seturi de regenerare Gerovital Tratament Expert";Nu;Nu;Nu;Nu;Nu;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
538;Health;Farmec SA;Gerovital Sun;Campanie nationala Gerovital Sun!;28/05/2020;01/07/2020;;;Campanie nationala Gerovital Sun!;Achizitioneaza minim un produs de protectie solara de la Gerovital,  trimite sms cu numarul bonului si magazinul participant la numarul 3723 si poti castiga in urma unei trageri la sorti:;Buy&send;Formular contact&SMS;                             20.919.2;" 10 biciclete Pegas;10 kituri de calatorie; 200 de seturi de badminton";Nu;Nu;Nu;Nu;Da;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
539;Health;S.C UNILEVER SOUTH;Rexona;„Rexona Maximum Protection”;11/08/2021;31/08/2021;;;„Rexona Maximum Protection”; Achizi?ioneaz? minimum un produs Rexona Maximum Protection, înscrie bonul fiscal pe site ?i po?i câ?tiga unul dintre urm?toarele premii;Buy&send;Formular contact;4,000;"1x abonament de 1 an la o sal? de fitness;10x voucher Decathlon în valoare de 150 lei";Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
540;Health;S.C UNILEVER SOUTH;Lifebuoy;„Alege protectia antibacteriana Lifebuoy si castiga premii pentru intreaga familie”;23/06/2021;06/07/2021;;;„Alege protectia antibacteriana Lifebuoy si castiga premii pentru intreaga familie”;Cump?r? cel pu?in un produs Lifebuoy, înscrie bonul pe unilevertepremiaza.ro ?i po?i câ?tiga prin tragere la sor?i, unul dintre premiile;Buy&send;Formular contact;5,210;"1x zbor cu balonul cu aer cald pentru 2 persoane;50x co?uri cu produse Lifebuoy";Nu;Da;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
541;Health;S.C UNILEVER SOUTH;Dove;„Simte vara pe pielea ta”;09/06/2021;29/06/2021;;;„Simte vara pe pielea ta”;Achizi?ioneaz? minimum 2 produse Dove pe acela?i bon, înscrie bonul fiscal în formularul de mai jos ?i po?i câ?tiga prin tragere la sor?i;Buy&send;Formular contact;3,760;"15x Troler de voiaj;2x Videoproiector portabil";Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
542;Cleaning;S.C UNILEVER SOUTH;Clear;„ALEGE SA CASTIGI CU CLEAR”;03/06/2021;16/06/2021;;;„ALEGE SA CASTIGI CU CLEAR”;Achizi?ioneaz? minimum 2 ?ampoane Clear, înscrie bonul fiscal pe www.unilevertepremiaza.ro ?i po?i câ?tiga unul dintre premiile;Buy&send;Formular contact;4,582;"3x scaun de gaming;5x set gaming profesional;10x minge fotbal";Nu;Da;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
543;Health;S.C UNILEVER SOUTH;Selgros;„Bucura-te de ingrijire si castiga premii pentru relaxare in aer liber!”;14/05/2021;10/06/2021;;;„Bucura-te de ingrijire si castiga premii pentru relaxare in aer liber!”;Cump?r? oricare produs de îngrijire persoanal? împreun? cu oricare produs de îngrijire a casei Unilever, înscrie factura fiscal? pe www.unilevertepremiaza.ro ?i po?i câ?tiga unul dintre premiile;Buy&send;Formular contact;14,198;"5 seturi camping;3 biciclete pentru plimb?ri în aer liber;1 vacan?? cu autorulota în România";Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
544;Food;S.C UNILEVER SOUTH;Magnum;“Savureaza cu toate simturile”;01/06/2021;31/07/2021;;;“Savureaza cu toate simturile”;"1. Cump?r? orice înghe?at? Magnum din sta?iile OMV. Înscrie num?rul bonului fiscal pe site sau trimite la 1846* un SMS de forma: ""OMV Nr Bon"".";Buy&send;Formular contact&SMS;                           15.289.97;"3x iPhone 12 ;10x mini drone";Nu;Nu;Nu;Nu;Da;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
545;Food;S.C UNILEVER SOUTH;Snikers;“R?core?te-te acum cu premii pentru drum!”;01/05/2021;31/05/2021;;;“R?core?te-te acum cu premii pentru drum!”;"1. Cump?r? oricare 2 înghe?ate Snikers, Mars, Twix sau Bounty din benzin?riile LUKOIL de pe teritoriul României. Înscrie num?rul bonului fiscal pe site sau trimite la 3746* un SMS de forma ""LUKOIL nr. Bon""";Buy&send;Formular contact&SMS;10,500;"1x trotinet? electric?;5x carduri de loialitate Club LUKOIL";Nu;Nu;Nu;Nu;Da;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
546;Food;S.C UNILEVER SOUTH;Delikat;Mesele de Paste au gustul de acasa!In Carrefour!;08/04/2021;25/04/2021;;;Mesele de Paste au gustul de acasa!In Carrefour!;Cump?r? produse Delikat, în valoare de minimum 15 lei pe acela?i bon fiscal, ?i înscrie bonul pe unilevertepremiaz?.ro. Po?i câ?tiga prin tragere la sor?i;Buy&send;Formular contact;                            16169.49;"5x combine frigorifice;5x ma?ini de f?cut pâine;50x co?uri cu produse Unilever Food";Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
547;Cleaning;S.C UNILEVER SOUTH;Dove;„SARBATORESTE LUNA IUBIRII CU DOVE SI DOVE MEN+CARE”;03/02/2021;23/02/2021;;;„SARBATORESTE LUNA IUBIRII CU DOVE SI DOVE MEN+CARE”;Cump?r? oricare dou? produse Dove sau Dove Men+Care, înscrie bonul fiscal pe unilevertepremiaza.ro ?i po?i câ?tiga prin tragere la sor?i;Buy&send;Formular contact;5,100;"50 seturi cadou pentru el ?i ea;30 seturi tricouri Dove pentru el ?i ea;3 sedin?e de masaj de relaxare în cuplu.";Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
548;Cleaning;S.C UNILEVER SOUTH;Dero;„Sarbatorim impreuna cu premii DE ROmania”;26/11/2021;02/12/2020;;;„Sarbatorim impreuna cu premii DE ROmania”;Premii instant: Cump?r? produse DERO în valoare de minimum 50 lei pe acela?i bon fiscal ?i prime?ti un voucher de 15 lei pentru achizi?ii ulterioare de detergent DERO;Buy&send;Formular contact;45,000;3.000 de vouchere in valoare nominala de cate 15 lei fiecare;Nu;Nu;Nu;Nu;Da;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
549;Health;S.C UNILEVER SOUTH;Plant Line;“Stiinta frumusetii naturale Plant Line!”;28/10/2020;10/11/2020;;;“Stiinta frumusetii naturale Plant Line!”; înscrie bonul fiscal pe www.unilevertepremiaza.ro ?i ai ?ansa de a câ?tiga;Buy&send;Formular contact;                               4.653.8;"5 vouchere pentru decora?iuni, în valoare de 500 lei fiecare;5 difuzoare de aromaterapie,20 de pachete cu produse Plant Line.";Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
550;Cleaning;S.C UNILEVER SOUTH;Dove,Rexona;“Alege ingrijirea completa pentru tine si casa ta!”;30/09/2020;20/10/2020;;;“Alege ingrijirea completa pentru tine si casa ta!”;Cump?r? oricare trei produse participante din m?rci diferite: Dove, Rexona, Clear, Plant Line, Cif, Domestos, Savo, Omo, Dero ?i Coccolino, pe acela?i bon fiscal, înscrie bonul fiscal pe www.unilevertepremiaza.ro ?i ai ?ansa de a câ?tiga unul dintre urmatoarele premii;Buy&send;Formular contact;                          36.521.97;"Marele premiu în valoare de 14.000 lei net;100 co?uri cu produse Unilever";Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
551;Food;NESTLE ROMANIA S.R.L;Nestle;„Nestlé Xbox Promo”;01/11/2021;01/07/2022;;;„Nestlé Xbox Promo”;Achizi?ioneaza oricare produse din gama de batoane ?i cereale Nestlé Cereale si completeaza cu datele tale de contact formularul de concurs de pe nestle-cereals.com.;Buy&send;Formular contact;                                 339.51;"121XC??ti gaming SteelSeries;614XCod acces Joc pentru calculator Sea of Thieves;614XCod acces Joc pentru calculator New Super Lucky's Tale;614XCod acces Joc calculator Ori Will of the Wisps";Nu;Nu;Da;Da;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
552;Food;NESTLE ROMANIA S.R.L;Nestle;“Campanie Na?ional? Nestlé Cereale - Marvel”;01/06/2021;01/02/2022;;;“Campanie Na?ional? Nestlé Cereale - Marvel”;Achizi?ioneaza oricare produse din gama de batoane ?i cereale Nestlé Cereale si completeaza cu datele tale de contact formularul de concurs de pe nestle-cereals.com.;Buy&send;Formular contact;                           52.173.77;"100XCasti Iron Man;100XCasti Captain America;20XBoxa Iron Man;20XBoxa Captain America";Nu;Nu;Da;Da;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
553;Health;Pehart Tec Grup SA;Pufina;„Pufina te tine aproape de oamenii puternici din viata ta” (;01/11/2021;15/02/2022;;;„Pufina te tine aproape de oamenii puternici din viata ta” (;Cump?r? orice produs Pufina din magazinele participante, trimite bonul fiscal ?i numele unei persoane puternice din via?a ta, prin SMS la 1803* sau în formularul de mai jos ?i po?i câ?tiga;Buy&send;Formular contact&SMS;                         105.003.46;"Duster Comfort ECO-G
100, 2WD, Benzin? +
GPL;30XSAMSUNG Galaxy
Watch Active 2 40mm;300XPufina Natura Hartie
igienica;300XMonorola Pufina;300XServetele faciale Pufina
130 buc;300XPufina Cocos";Da;Nu;Da;Da;Da;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
554;Food;Lesaffre Romania SRL;Secretul Gustului;"Secretul bunicii pentru aluaturi bine crescute""";08/12/2021;09/01/2022;;;"Secretul bunicii pentru aluaturi bine crescute""";Achizitioneaza Drojdie instant Secretul Bunicii 7 g, Drojdie proaspata Secretul Bunicii 50 g sau Drojdie proaspata Secretul Bunicii 500g.Fa o poza bonului fiscal care face dovada achizi?iei si trimite poza pe WhatsApp la numarul 0770396783.;Buy&send;Formular contact&SMS;                              4489.99;"Robot de bucatarie Tefal;10Xset tavi antiaderente";Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Da;Nu;Nu;;
555;Food;S.C. KITE DIGITAL S.R.L;Elit;„CHEF LA TINE-ACAS?, CU MEZELURI DES?VÂR?ITE PE MAS?”;23/11/2021;18/01/2022;;;„CHEF LA TINE-ACAS?, CU MEZELURI DES?VÂR?ITE PE MAS?”;Achizitioneaza minimum doua produse „ELIT” (Salam cu ?unca ?aranesc si/sau Cârna?i de casa ?arane?ti) din orice magazin care comercializeaza aceste produse si înscrie numarul bonului fiscal împreuna cu datele personale în formularul de concurs de pe pagina mezeluri.ro + incarca o fotografie cu bonul fiscal.;Buy&send;Formular contact;21,212;1 x set de electrocasnice compus din Blender de mana Beko hba 5550w + espressor automat de cafea Beko ceg 3192b + Grill electric Beko grn7182 + friteuza Beko frl frl2942 + robot de bucatarie Beko foodster fpp4102w + mixer Beko hmm7424w + aspirator vertical Beko 2 in 1 Powerclean vrt94929vi, 15 x mini-tocator Beko chp5550w, 15 x blender de mana Beko hbg5100w, 15 x fierbator Beko wkm6321w, 15 x mixer Beko hmm5400w, 15 x sandwich maker swm 2971w;Nu;Nu;Nu;Da;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
556;Tigari;J.T. International SRL;Sobranie;Desing Your Society;29/11/2021;13/03/2022;;;Desing Your Society;Achizitioneaza minim un pachet de tigari Sobranie  participant la promotie si trimite/inscrie codul unic online pe site-ul de concurs www.yoursociety.ro impreuna cu datele tale de contact.;Buy&send;Formular contact;                         968.843.57;1 x voucher turistic Happy Tour de 30.000 lei + voucher de cumparaturi Capodopera de 15.000 lei, 5 x voucher Capodopera de 1.500 lei + voucher Vivre de 1.000 lei + voucher turistic Happy Tour de 3.000 lei + geanta Simina Filat, 14 x pereche ochelari audio de 999 lei, 1 x pereche ochelari audio de 1108 lei, 20 x voucher Lensa de 600 lei, 279 x voucher eMAG de 200 lei, 56 x voucher Cartepedia de 200 lei, 50 x voucher Vivre de 600 lei, 35 x voucher Fashion Days de 600 lei, 29.000 x pachet de tigarete Sobranie, 500 x voucher Lagardere de 50 lei, 500 x voucher Tabac XPress de 50 lei, 19 x voucher Various Brands de 500 lei, 17 x voucher ochelari de 500 lei, 188 x voucher Altex de 50 lei, 51 x voucher Arta Ceaiului de 50 lei;Nu;Da;Da;Da;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
557;Food;Caroli Foods Group SRL;Sissi;Apreciaza tot ceea ce te face unica!;01/12/2021;31/01/2022;;;Apreciaza tot ceea ce te face unica!;Achizitioneaza produse Sissi in valoare de minimum 35 de lei pe acelasi bon fiscal,asigura-te ca cel putin un produs face parte din editia limitata.Intra pe cont sau fa-ti un cont pe sissi.ro,incarca poza cu bonul fiscal si inscrie codul unic de pe ambalajul produsului editie limitata,alege premiul pentru care vrei sa participi si esti inscris la tragerea la sorti;Buy&send;Formular contact;                             14.709.5;"15X Lantisor cu pandantiv;Voucher experimenteaza.ro Romantica;voucher experimenteaza.ro Pasionala;voucher experimenteaza.ro Rebela;Voucher experimenteaza.ro Exploatoare";Nu;Da;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
558;Food;DanoneProduc?ie si Distribu?ie de Produse Alimentare S.R.L.;Activia;Adauga Activia in rutina ta zilnica si castiga ;07/01/2022;20/03/2022;;;Adauga Activia in rutina ta zilnica si castiga ;Achizitioneaza orice produs Activia in perioada campaniei,inscrie datele de pe documentul fiscal si poti castiga prin tragere la sorti;Buy&send;Formular contact;                               4.653.8;"11Xfrigider Samsung;3Xpachet constand in Frigider samsung+set plita+cuptor samsung;1Xpachet constand in frigider samsung+set plita+cuptor samsung si un gift card Mobexpert 5000Ron";Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
559;Food;U.S. Food Network S.A;KFC;Smart Menu 2022;13/01/2022;09/03/2022;;;Smart Menu 2022;Achizitioneaza unul dintre produsele participante,inscrii codul aici sau prin SMS la 1718 si poti castiga premii zilnice sau o excursie pentru doi in orice tare unde exista KFC,nu pierde bonul ca sa nu pierzi ce ai castigat;Buy&send;Formular contact&SMS;                        436,774.48;"Gopro hero10;apple iphone 13;applewatch 7;drona dji mini 2,excursie alaturi de inca o persoana";Nu;Da;Nu;Da;Da;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
560;Food;FERRERO ROMANIA S.R.L;Kinder;",,Castiga Maxi cu semne de iubire""";15/01/2022;15/02/2022;;;",,Castiga Maxi cu semne de iubire""";Achizitioneaza Kinder Maxi în valoare de minimum 10 lei pe un singur bon fiscal, înscrie bonul fiscal împreun? cu datele personale în formularul de concurs de pe site-ul campaniei promo?ionale Kinder – Câ?tig? Maxi cu semne de iubire ?i po?i câ?tiga prin tragere la sor?i premii pentru amândoi.;Buy&send;Formular contact;                         106,199.64;"6 x 2 telefoane mobile Apple iPhone 13 128GB 5G Blue;–12 x 2 Apple Watch 7 GPS carcas? aluminiu 45mm, culoare Midnight/Silverlight;";Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
561;Farma;ALLIANCE HEALTHCARE ROMANIA S.R.L;Alphega;"""Câ?tig? zeci de premii cu Farmaciile Alphega”";01/01/2022;31/03/2022;;;"""Câ?tig? zeci de premii cu Farmaciile Alphega”";Achizi?ioneaz? din Farmaciile Alphega, utilizând cardul t?u Club Alphega produse participante (suplimente alimentare, dispozitive medicale sau cosmetice) la campania promo?ional? Farmaciile Alphega ?i e?ti înscris automat în tragerea la sor?i a unuia dintre cele 132 de premii.;Buy&send;Formular contact;102,616;"12 televizoare LED Samsung 43AU8072 Smart 4K Ultra HD 108cm;12 c??ti in-ear Sony WFXB700L True Wireless Bluetooth;12 telefoane mobile Apple iPhone 13 256GB 5G Blue;48 sterilizatoare UV Samsung ITFIT cu înc?rcare wireless;48 tichete cadou Sodexo în valoare de 200 lei fiecare";Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
562;Food;Star Foods E.M. S.R.L;Lay s;Deschide Lay s.Incepe filmul!;14/01/2022;31/03/2022;;;Deschide Lay s.Incepe filmul!;Achizitioneaza orice pung? de Lay’s cu ambalaj promo?ional Deschide Lay’s. Începe filmul!, introdu pe site-ul campaniei promo?ionale codul unic de pe pung? sau trimite-l prin SMS la num?rul 1857 ?i po?i câ?tiga, prin tragere la sor?i;Buy&send;Formular contact&SMS;543,908;"Soundbar-uri Samsung HW-Q600A, 3.1.2 Ch, 360W, Wireless Subwoofer, Dolby Atmos, DTS:X, Tap Sound, Game Mode Pro, în valoare de 1740 lei;Premiul în valoare de 50.000 lei";Nu;Nu;Nu;Da;Da;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
563;Food;Albalact S.A;Zuzu smothie;Ai grija de imunitate si merg Smothie toate!;03/01/2022;06/02/2022;;;Ai grija de imunitate si merg Smothie toate!;Achizitioneaza orice Zuzu Smoothie sau Zuzu Bifidus, înscrie num?rul bonului fiscal împreun? cu datele personale în formularul de concurs de pe pagina campaniei promo?ionale Zuzu – Ai grij? de imunitate ?i merg smoothie toate ?i po?i câ?tiga;Buy&send;Formular contact;31,892;3Xscutere electrice Harley, 15 Xboxe smart Google Nest Hub,40Xvouchere de cump?r?turi în valoare de 200 lei fiecare.;Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
564;Food;MARVI LOGISTIC SRL;SuperMercato;"Castiga un Fiat 500 cu Super Mercato""";10/01/2022;09/04/2022;;;"Castiga un Fiat 500 cu Super Mercato""";Achizitioneaza produse din magazinele SuperMercato sau de pe supermercato.ro in valoare de minim 100 de lei si inscrie numarul de bon si data achizitiei in formularul de pe site ;Buy&send;Formular contact;103,666;"180Xvoucher SUPERM ERCATO de cumparaturi de 100 RON;12Xvoucher SUPERM ERCATO de cumparaturi
de 500 RON;3XEspressor Automat DeLonghi Caffe
Magnifica, Ecam 22.110. B, Negru, 1450W;3XWeekend la SPA -
Forest Retreat & Spa;1XAutoturism Fiat 500 Hybrid";Da;Nu;Nu;Da;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
565;Cleaning;S.C. New View S.R.L;Ariel ;Cu Ariel castigi extra protectie pentru culori si fibre dar si premii pentru acasa!;06/01/2022;31/01/2022;;;Cu Ariel castigi extra protectie pentru culori si fibre dar si premii pentru acasa!;Achizitioneaza orice produs Ariel din gamele Ariel +Extra Fiber Care sau +RevitaBlack din magazinele Carrefour hypermarket si incarca imaginea cu bonul fiscal si numarul acestuia in formularul de concurs ;Buy&send;Formular contact;                           12.683.00;"3Xmasina de spalat;5Xstatie de calcat";Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
566;Food;Mondelez Romania S.A.;Milka,San,Oreo;“Gustul dulce la munte te duce!”;06/01/2022;16/02/2022;;;“Gustul dulce la munte te duce!”;Achizitioneaza biscuiti San, Milka, Oreo sau Belvita in valoare de 10 RON si inscrie bonul fiscal pe gustulcalatoriei.ro ;Buy&send;Formular contact;                              158.055;"150XCard cadou Decathlon;15XCamera GoPro Hero 9;10XVoucher pentru vacanta la munte";Nu;Da;Da;Da;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
